STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/1/2018,,,0,0,0,,84,48,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/2/2018,,,0,0,0,,89,68,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/3/2018,,,0.3,0,0,,92,64,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/4/2018,,,0,0,0,,80,63,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/5/2018,,,0,0,0,,75,52,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/6/2018,,,0,0,0,,86,49,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/7/2018,,,0,0,0,,81,53,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/8/2018,,,0,0,0,,86,52,57
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/9/2018,,,0.2,0,0,,82,57,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/10/2018,,,0,0,0,,87,50,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/11/2018,,,0.05,0,0,,79,46,53
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/12/2018,,,0.02,0,0,,60,45,45
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/13/2018,,,0.96,0,0,,57,45,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/14/2018,,,0.37,0,0,,76,49,58
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/15/2018,,,1.14,0,0,,86,56,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/16/2018,,,0,0,0,,72,52,61
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/17/2018,,,0,0,0,,84,53,63
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/18/2018,,,0,0,0,,81,50,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/20/2018,,,0.08,0,0,,73,46,49
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/21/2018,,,0.4,0,0,,62,45,55
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/22/2018,,,0.98,0,0,,69,52,61
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/23/2018,,,0.02,,,,73,49,53
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/24/2018,,,0,0,0,,68,52,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/25/2018,,,0,0,0,,93,53,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/26/2018,,,0.16,0,0,,95,66,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/27/2018,,,0,0,0,,95,67,77
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/28/2018,,,0,0,0,,102,71,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/29/2018,,,0,0,0,,98,64,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/30/2018,,,0,0,0,,92,62,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",5/31/2018,,,0.23,0,0,,94,65,73
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/1/2018,,,0.15,0,0,,90,65,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/2/2018,,,0,0,0,,79,50,61
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/3/2018,,,0.51,0,0,,80,60,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/4/2018,,,0,0,0,,80,52,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/5/2018,,,0,0,0,,82,59,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/6/2018,,,0,0,0,,77,46,59
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/7/2018,,,0,0,0,,81,58,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/8/2018,,,0,0,0,,90,58,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/9/2018,,,0.75,0,0,,80,60,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/10/2018,,,1.15,0,0,,82,60,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/11/2018,,,0.67,0,0,,72,60,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/12/2018,,,0.03,0,0,,73,58,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/13/2018,,,0.02,0,0,,86,67,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/14/2018,,,0,0,0,,86,58,63
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/15/2018,,,0.1,0,0,,96,63,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/16/2018,,,0,0,0,,99,71,80
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/17/2018,,,0,0,0,,99,68,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/18/2018,,,0,0,0,,99,77,81
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/19/2018,,,0.55,0,0,,98,62,80
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/20/2018,,,0.03,0,0,,90,66,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/21/2018,,,0.88,0,0,,88,64,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/22/2018,,,2.91,0,0,,69,60,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/23/2018,,,0.41,0,0,,66,60,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/24/2018,,,0,0,0,,85,60,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/25/2018,,,0,0,0,,88,59,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/26/2018,,,0.05,0,0,,85,63,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/27/2018,,,0.57,0,0,,89,66,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/28/2018,,,0,0,0,,87,62,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/29/2018,,,0,0,0,,94,69,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",6/30/2018,,,0,0,0,,99,73,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/1/2018,,,0,0,0,,100,64,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/2/2018,,,0.1,0,0,,96,67,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/3/2018,,,0,0,0,,90,60,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/4/2018,,,0,0,0,,98,71,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/5/2018,,,0.17,0,0,,96,64,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/6/2018,,,0.51,0,0,,93,64,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/7/2018,,,0,0,0,,82,56,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/8/2018,,,0,0,0,,90,60,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/9/2018,,,0,0,0,,93,61,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/10/2018,,,0,0,0,,94,68,75
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/11/2018,,,0,0,0,,92,63,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/12/2018,,,0,0,0,,93,65,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/13/2018,,,0,0,0,,93,67,71
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/14/2018,,,0.1,0,0,,98,70,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/15/2018,,,0.13,0,0,,90,70,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/16/2018,,,0,0,0,,96,73,79
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/17/2018,,,0,0,0,,94,64,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/18/2018,,,0,0,0,,90,62,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/19/2018,,,0,0,0,,87,58,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/20/2018,,,0,0,0,,88,60,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/21/2018,,,0.88,0,0,,78,67,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/22/2018,,,0.45,0,0,,80,68,71
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/23/2018,,,0.14,0,0,,79,64,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/24/2018,,,0,0,0,,85,63,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/25/2018,,,0,0,0,,92,63,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/26/2018,,,0,0,0,,86,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/27/2018,,,0,0,0,,84,58,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/28/2018,,,0,0,0,,82,58,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/29/2018,,,0,0,0,,86,57,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/30/2018,,,0,0,0,,87,59,63
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",7/31/2018,,,0,0,0,,87,62,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/1/2018,,,0,0,0,,81,59,62
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/2/2018,,,0.05,0,0,,90,62,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/3/2018,,,0,0,0,,90,60,63
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/4/2018,,,0,0,0,,96,62,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/5/2018,,,0,0,0,,100,70,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/6/2018,,,0.05,0,0,,97,70,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/7/2018,,,0.07,0,0,,88,68,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/8/2018,,,0.75,0,0,,90,70,84
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/9/2018,,,0,0,0,,88,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/10/2018,,,0.12,0,,,94,67,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/11/2018,,,0,0,0,,91,65,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/12/2018,,,0,0,0,,96,69,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/13/2018,,,0,0,0,,94,63,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/14/2018,,,0,0,0,,93,64,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/15/2018,,,0,0,0,,90,66,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/16/2018,,,0.36,0,0,,88,60,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/17/2018,,,0.29,0,0,,90,67,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/18/2018,,,0.06,0,0,,90,68,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/19/2018,,,0,0,0,,86,64,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/20/2018,,,0,0,0,,93,68,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/21/2018,,,0.49,0,0,,80,67,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/22/2018,,,0.23,0,0,,80,58,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/23/2018,,,0,0,0,,84,54,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/24/2018,,,0,0,0,,86,58,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/25/2018,,,0.17,0,0,,77,63,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/26/2018,,,0,0,0,,89,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/27/2018,,,0,0,0,,97,73,75
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/28/2018,,,0,0,0,,94,75,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/29/2018,,,1.3,0,0,,85,67,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/30/2018,,,0,0,0,,76,59,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",8/31/2018,,,0,0,0,,81,55,61
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/1/2018,,,0.2,0,0,,90,60,75
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/2/2018,,,0.2,0,0,,87,70,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/3/2018,,,0,0,0,,90,66,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/4/2018,,,1.09,0,0,,94,67,72
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/5/2018,,,0,0,0,,90,64,78
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/6/2018,,,0.42,0,0,,93,67,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/7/2018,,,0.53,0,0,,71,68,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/8/2018,,,0.12,0,0,,70,61,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/9/2018,,,0,0,0,,70,60,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/10/2018,,,0,0,0,,75,54,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/11/2018,,,0,0,0,,78,60,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/12/2018,,,0,0,0,,80,60,76
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/13/2018,,,0,0,0,,89,60,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/14/2018,,,0,0,0,,88,60,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/15/2018,,,0,0,0,,93,61,65
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/16/2018,,,0,0,0,,88,63,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/17/2018,,,0,0,0,,95,63,68
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/18/2018,,,0,0,0,,82,64,74
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/19/2018,,,0,0,0,,87,63,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/20/2018,,,0,0,0,,86,64,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/21/2018,,,0,0,0,,90,64,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/22/2018,,,0,0,0,,80,52,58
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/23/2018,,,0,0,0,,70,48,52
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/24/2018,,,0,0,0,,79,49,55
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/25/2018,,,0.33,0,0,,74,52,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/26/2018,,,0.13,0,0,,86,48,51
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/27/2018,,,0,0,0,,70,50,58
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/28/2018,,,0,0,0,,72,45,53
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",9/29/2018,,,0.07,0,0,,72,39,43
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/1/2018,,,0,0,0,,70,52,64
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/2/2018,,,1.05,0,0,,78,56,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/3/2018,,,0,0,0,,68,58,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/4/2018,,,0,0,0,,88,60,60
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/5/2018,,,0.27,0,0,,63,48,56
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/6/2018,,,1.12,0,0,,69,54,69
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/7/2018,,,0.19,0,0,,74,60,66
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/8/2018,,,0.94,0,0,,69,55,67
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/9/2018,,,0,0,0,,86,66,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/10/2018,,,0,0,0,,88,60,70
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/11/2018,,,1.05,0,0,,72,42,48
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/12/2018,,,0,0,0,,58,32,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/13/2018,,,0.03,0,0,,43,33,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/14/2018,,,0,0,0,,55,35,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/15/2018,,,0.2,0,0,,62,36,39
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/16/2018,,,0,0,0,,54,32,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/17/2018,,,0,0,0,,60,32,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/18/2018,,,0,0,0,,60,30,31
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/19/2018,,,0,0,0,,61,30,45
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/20/2018,,,0.1,0,0,,54,40,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/21/2018,,,0,0,0,,60,32,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/22/2018,,,0,0,0,,52,26,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/23/2018,,,0,0,0,,65,35,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/24/2018,,,0,0,0,,58,32,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/25/2018,,,0,0,0,,55,34,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/26/2018,,,0,0,0,,54,34,44
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/27/2018,,,0,0,0,,54,34,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/28/2018,,,0.15,0,0,,58,40,50
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/29/2018,,,0,0,0,,50,38,44
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/30/2018,,,0,0,0,,60,35,47
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",10/31/2018,,,0.6,0,0,,60,44,52
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/1/2018,,,0,0,0,,60,46,51
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/2/2018,,,0,0,0,,60,38,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/3/2018,,,0,0,0,,50,32,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/4/2018,,,0.11,0,0,,51,34,47
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/5/2018,,,0.62,0,0,,47,43,44
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/6/2018,,,0.42,0,0,,55,43,47
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/7/2018,,,0,0,0,,48,32,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/8/2018,,,0,0,0,,42,31,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/9/2018,,,0.11,0,0,,45,30,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/10/2018,,,0,0,0,,35,17,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/11/2018,,,0,0,0,,37,18,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/12/2018,,,0,0,0,,45,29,33
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/13/2018,,,0,0,0,,38,18,28
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/14/2018,,,0,0,0,,32,15,24
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/15/2018,,,0,0,0,,40,22,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/16/2018,,,0.04,0,0,,47,25,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/17/2018,,,0.06,0.6,0,,42,31,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/18/2018,,,0.14,0.6,0,,38,28,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/19/2018,,,0,0,0,,30,19,27
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/20/2018,,,0,0,0,,38,26,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/21/2018,,,0,0,0,,38,28,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/23/2018,,,0,0,0,,42,27,39
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/24/2018,,,0.24,0,0,,53,35,46
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/25/2018,,,0.02,0,0,,49,33,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/26/2018,,,0.9,3.4,3,,40,26,28
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/27/2018,,,0.02,0,3,,28,22,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/28/2018,,,0.03,0,2,,30,20,22
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/29/2018,,,0.02,0,2,,30,20,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",11/30/2018,,,0,0,2,,41,27,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/1/2018,,,0,0,0,,46,30,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/2/2018,,,1.57,0,0,,48,35,44
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/3/2018,,,0.06,0,0,,47,32,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/4/2018,,,0,0,0,,36,30,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/5/2018,,,0,0,0,,32,24,27
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/6/2018,,,0,0,0,,32,20,22
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/7/2018,,,0,0,0,,32,12,14
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/8/2018,,,0,0,0,,28,12,22
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/9/2018,,,0,0,0,,34,15,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/10/2018,,,0,0,0,,32,7,15
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/11/2018,,,0,0,0,,35,12,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/12/2018,,,0,0,0,,44,24,37
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/13/2018,,,0,0,0,,44,22,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/14/2018,,,0,0,0,,40,26,38
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/15/2018,,,0.38,0,0,,46,17,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/16/2018,,,0,0,0,,44,28,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/17/2018,,,0,0,0,,48,28,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/18/2018,,,0,0,0,,46,24,26
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/19/2018,,,0,0,0,,45,24,35
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/20/2018,,,0,0,0,,52,33,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/21/2018,,,,0,0,,44,32,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/22/2018,,,0,0,0,,35,29,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/23/2018,,,0,0,0,,44,28,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/24/2018,,,0,0,0,,36,22,28
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/25/2018,,,0,0,0,,38,26,28
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/26/2018,,,0,0,0,,51,22,29
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/27/2018,,,0,0,0,,50,28,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/28/2018,,,0.68,0,0,,53,38,41
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/29/2018,,,0,0,0,,42,28,36
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/30/2018,,,,0,0,,36,17,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",12/31/2018,,,0.04,0,0,,38,18,37
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/1/2019,,,0.72,0,0,,38,30,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/2/2019,,,0,0,0,,39,26,29
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/3/2019,,,0,0,0,,30,20,24
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/4/2019,,,0,0,0,,40,24,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/5/2019,,,0,0,0,,51,29,32
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/6/2019,,,0,0,0,,50,30,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/7/2019,,,0.02,0,0,,42,38,42
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/8/2019,,,0.37,0,0,,56,25,40
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/9/2019,,,0,0,0,,48,20,20
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/10/2019,,,0,0,0,,25,13,15
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/11/2019,,,0,0,0,,28,14,22
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/12/2019,,,0.3,3.1,3,,32,22,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/13/2019,,,0.3,3.1,3,,32,22,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/14/2019,,,0,0,3,,34,22,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/15/2019,,,0,0,3,,34,26,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/16/2019,,,0,0,3,,37,26,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/17/2019,,,0,0,2,,38,28,34
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/18/2019,,,0,0,1,,37,28,30
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/19/2019,,,0.3,3.8,5,,32,26,27
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/20/2019,,,0.03,1,7,,27,8,10
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/21/2019,,,0,0,6,,15,10,12
USC00115110,"LITTLE RED SCHOOL HOUSE, IL US",1/22/2019,,,0,0,5,,20,5,20
